cover,pages,publish_year,rating,rating_count,rating_5,rating_4,rating_3,rating_2,rating_1,rated_high
Paperback,272,2002,3.9699999999999998,137,51,43,34,6,3,0
Hardcover,44,2001,4.359999999999999,137,75,41,16,5,0,1
Hardcover,40,2000,4.359999999999999,137,76,39,19,1,2,1
Hardcover,36,2012,3.27,136,21,40,41,23,11,0
Hardcover,48,2005,4.14,136,48,64,20,3,1,1
Hardcover,32,2000,3.8499999999999996,136,39,53,31,11,2,0
Paperback,128,2011,4.14,136,52,55,26,2,1,1
Hardcover,72,2010,4.41,136,86,28,16,4,2,1
Paperback,32,2003,3.79,136,33,50,45,8,0,0
Hardcover,32,2014,3.8699999999999997,135,34,56,40,4,1,0
Hardcover,14,2007,4.1,135,49,54,28,4,0,1
Paperback,32,1996,3.7600000000000002,135,44,35,37,18,1,0
Hardcover,40,2011,4.21,135,60,51,18,4,2,1
Paperback,40,1999,4.109999999999999,135,45,62,26,2,0,1
Hardcover,40,2016,3.74,133,24,56,47,6,0,0
Hardcover,48,2009,3.88,133,31,59,39,4,0,0
Hardcover,144,2004,4.470000000000001,133,80,39,12,1,1,1
Hardcover,24,2004,3.38,133,13,43,59,17,1,0
Paperback,32,2003,4.17,133,59,45,25,1,3,1
Paperback,32,1984,4.29,133,69,38,22,4,0,1
Paperback,48,1990,4.21,133,56,51,24,2,0,1
Board Book,24,2008,4.359999999999999,132,69,45,16,1,1,1
Paperback,84,2009,4.23,132,63,40,26,2,1,1
Hardcover,112,2003,3.8899999999999997,132,36,50,41,5,0,0
Hardcover,32,2019,3.48,131,16,45,57,12,1,0
Hardcover,48,2004,4.34,131,68,42,18,3,0,1
Hardcover,96,2014,3.98,131,57,35,25,7,7,0
Hardcover,48,2013,4.2700000000000005,131,55,58,17,0,1,1
Paperback,40,1994,3.53,131,31,31,48,18,3,0
Hardcover,223,1966,4.31,131,58,56,16,1,0,1
Paperback,224,2012,3.75,130,28,55,33,14,0,0
Paperback,34,2005,3.88,130,38,50,33,7,2,0
Paperback,32,1987,4.46,130,80,33,15,1,1,1
Paperback,208,2011,3.18,130,11,35,59,16,9,0
Hardcover,32,2006,4.119999999999999,129,53,45,25,5,1,1
Hardcover,40,2004,4.14,129,50,51,26,0,2,1
Board Book,24,2004,4.1,129,49,46,32,2,0,1
Hardcover,48,2003,4.46,129,80,33,13,1,2,1
Paperback,40,2002,3.94,129,48,38,31,11,1,0
Hardcover,32,1997,3.7800000000000002,129,34,51,28,13,3,0
Hardcover,40,2013,3.56,129,23,40,55,8,3,0
Hardcover,144,2009,4.42,129,72,40,16,1,0,1
Paperback,32,1987,3.79,129,44,31,40,11,3,0
Paperback,64,1978,3.63,128,30,37,49,8,4,0
Paperback,688,2015,4.08,128,44,56,23,4,1,1
Hardcover,96,2002,3.9099999999999997,128,38,52,28,8,2,0
Board Book,22,2013,3.67,127,29,38,49,11,0,0
Hardcover,32,1994,3.9099999999999997,127,44,43,26,12,2,0
Hardcover,32,2015,3.8,127,35,48,31,9,4,0
Paperback,48,1999,4.2700000000000005,127,62,43,17,4,1,1
Paperback,32,1990,3.67,127,31,39,45,8,4,0
Hardcover,32,1960,4.05,127,51,40,28,7,1,1
Hardcover,32,2016,3.42,126,11,40,66,9,0,0
Hardcover,40,2009,3.63,126,26,45,42,9,4,0
Hardcover,72,2005,4.1,126,52,41,28,4,1,1
Paperback,32,1996,4.06,126,48,42,32,3,1,1
Hardcover,32,2012,3.94,125,48,37,30,5,5,0
Hardcover,26,2004,3.88,125,34,54,26,10,1,0
Paperback,48,1994,3.65,124,33,38,32,18,3,0
Paperback,32,1986,3.4699999999999998,124,17,41,50,15,1,0
Hardcover,32,2005,3.65,124,24,41,51,7,1,0
Paperback,32,1991,4.22,124,60,37,23,2,2,1
Hardcover,32,2010,4.03,123,38,56,25,3,1,1
Hardcover,24,2000,3.9099999999999997,123,42,36,37,8,0,0
Paperback,48,1988,3.75,123,30,43,40,9,1,0
Hardcover,32,2008,4.56,123,80,32,11,0,0,1
Hardcover,32,2006,4.06,123,43,47,30,3,0,1
Paperback,32,1991,3.3899999999999997,123,18,32,54,18,1,0
Hardcover,32,2011,3.46,122,20,33,54,13,2,0
Paperback,32,2006,3.75,122,23,53,38,8,0,0
Paperback,32,2001,3.59,122,24,36,51,10,1,0
Hardcover,32,2001,3.8699999999999997,122,37,42,34,8,1,0
Hardcover,152,2012,4.3,122,64,36,17,4,1,1
Paperback,88,2011,3.96,122,40,45,30,6,1,0
Paperback,33,2008,3.52,122,25,38,40,14,5,0
Paperback,32,2004,4.109999999999999,122,45,52,22,0,3,1
Hardcover,192,1997,4.1,122,41,55,23,3,0,1
Hardcover,24,2011,3.54,121,23,33,54,8,3,0
Hardcover,32,2009,3.9699999999999998,121,33,57,26,4,1,0
Paperback,48,2002,3.59,121,18,51,38,12,2,0
Paperback,36,1995,4.2700000000000005,121,65,36,13,2,5,1
Paperback,64,1984,3.8299999999999996,121,34,43,35,8,1,0
Hardcover,48,1972,4.13,121,48,47,21,4,1,1
Paperback,32,2002,4.14,121,51,40,26,4,0,1
Hardcover,256,1997,4.52,121,77,32,10,2,0,1
Hardcover,44,2007,4.07,120,45,44,25,6,0,1
Paperback,32,2004,4.07,120,50,38,25,4,3,1
Hardcover,40,2004,3.79,120,31,46,33,7,3,0
Hardcover,174,2001,4.119999999999999,120,54,37,18,11,0,1
Board Book,26,1998,4.1,120,49,38,29,4,0,1
Hardcover,40,2004,3.75,120,37,37,29,13,4,0
Paperback,40,2001,3.8699999999999997,120,31,50,31,8,0,0
Hardcover,40,2019,4.2700000000000005,119,53,45,21,0,0,1
Hardcover,40,2017,3.5,119,18,43,40,16,2,0
Paperback,32,1998,4.28,119,54,47,15,3,0,1
Paperback,32,1997,3.58,119,23,36,48,11,1,0
Audiobook,40,1992,3.9099999999999997,119,44,36,26,10,3,0
Paperback,64,2012,3.9499999999999997,118,55,27,19,9,8,0
Hardcover,32,2011,3.86,118,29,50,33,6,0,0
Hardcover,32,2002,3.9699999999999998,118,42,40,27,9,0,0
Hardcover,64,2001,4.1899999999999995,118,65,25,18,5,5,1
Hardcover,40,2001,3.8099999999999996,118,32,38,43,4,1,0
Paperback,112,2007,4.14,118,55,34,22,5,2,1
Paperback,32,1999,4.23,118,51,47,16,4,0,1
Board Book,20,2014,4.1499999999999995,117,47,44,24,1,1,1
Hardcover,32,2006,3.82,117,30,45,34,7,1,0
Hardcover,32,2005,3.4499999999999997,117,31,22,40,17,7,0
Board Book,22,2004,3.69,117,25,43,39,8,2,0
Hardcover,32,2011,3.73,116,25,41,45,4,1,0
Hardcover,48,2004,3.88,116,40,39,24,9,4,0
Hardcover,40,1999,3.7800000000000002,116,31,40,35,8,2,0
Hardcover,32,2006,3.4099999999999997,115,16,34,48,15,2,0
Paperback,12,1988,4.31,114,59,35,16,4,0,1
Hardcover,31,1988,3.75,114,32,38,29,13,2,0
Hardcover,32,2005,3.68,114,24,45,33,8,4,0
Hardcover,30,1988,3.5,113,22,28,48,14,1,0
Hardcover,40,1980,4.42,113,62,39,10,2,0,1
Paperback,32,1976,4.05,113,43,39,26,4,1,1
Paperback,104,2013,3.67,113,23,44,32,14,0,0
Hardcover,32,2012,4.41,112,68,29,9,5,1,1
Hardcover,24,2010,3.38,112,13,29,58,12,0,0
Hardcover,40,2009,3.7800000000000002,112,24,47,34,6,1,0
Hardcover,32,1997,4.48,112,70,28,13,0,1,1
Hardcover,40,2015,3.4899999999999998,112,16,38,44,13,1,0
Hardcover,32,2014,4.18,112,45,45,19,3,0,1
Paperback,30,2014,4.71,111,97,4,5,2,3,1
Hardcover,28,2009,4.14,111,38,51,22,0,0,1
Hardcover,32,1994,4.359999999999999,111,58,36,16,1,0,1
Paperback,32,1997,3.14,111,12,29,39,25,6,0
Hardcover,48,2007,3.8699999999999997,110,34,37,30,9,0,0
Hardcover,40,2005,3.74,110,21,49,33,4,3,0
Paperback,32,2004,3.7,110,27,38,34,7,4,0
Paperback,44,1999,4.25,110,53,35,20,1,1,1
Hardcover,48,1989,3.8499999999999996,110,35,34,34,4,3,0
Hardcover,32,1981,3.7800000000000002,110,29,39,32,9,1,0
Paperback,148,2013,4.08,110,42,39,26,2,1,1
Hardcover,32,2014,3.98,109,30,49,28,2,0,0
Hardcover,32,2014,3.8699999999999997,108,35,33,34,3,3,0
Hardcover,32,2007,3.9699999999999998,108,34,46,21,5,2,0
Hardcover,32,2006,4.44,108,62,34,10,1,1,1
Paperback,32,1993,3.73,108,25,41,30,12,0,0
Paperback,72,2014,4,107,39,36,27,3,2,0
Hardcover,24,2014,3.5,107,16,32,49,9,1,0
Hardcover,32,1994,4.26,107,57,29,14,6,1,1
Hardcover,32,2014,4,107,37,41,21,8,0,0
Hardcover,64,2003,4.17,107,53,28,17,9,0,1
Paperback,32,2000,4.21,107,45,43,17,1,1,1
Hardcover,62,2016,3.58,106,24,31,34,17,0,0
Hardcover,32,2015,3.9299999999999997,106,26,52,23,5,0,0
Paperback,32,2005,3.69,106,25,31,42,8,0,0
Paperback,24,1999,3.92,106,34,38,27,5,2,0
Paperback,32,1993,4.14,106,37,51,14,4,0,1
Hardcover,32,1997,4.01,105,35,41,26,1,2,1
Paperback,32,2006,4.17,105,44,40,18,1,2,1
Paperback,160,1992,4.1499999999999995,105,47,30,26,1,1,1
Hardcover,182,1985,4.119999999999999,105,47,31,22,3,2,1
Paperback,40,2006,4.02,104,32,49,19,1,3,1
Hardcover,64,2005,3.86,104,33,34,28,7,2,0
Hardcover,40,2004,3.72,104,25,37,34,4,4,0
Hardcover,32,1995,3.94,104,28,48,23,4,1,0
Paperback,32,1994,3.8099999999999996,104,29,34,34,6,1,0
Hardcover,32,1994,4.02,104,37,40,20,6,1,1
Paperback,32,1994,3.61,104,21,34,39,7,3,0
Paperback,32,1993,4.02,104,40,37,19,5,3,1
Hardcover,32,2019,3.8299999999999996,103,22,46,31,3,1,0
Paperback,40,1998,4,103,32,48,16,5,2,0
Hardcover,40,1982,4.23,103,42,43,18,0,0,1
Hardcover,40,2013,4.09,103,43,36,15,8,1,1
Paperback,144,2006,4.29,103,50,36,14,3,0,1
Paperback,32,2004,3.84,103,34,32,25,11,1,0
Hardcover,81,2001,3.7,103,18,43,35,7,0,0
Hardcover,32,2018,4.08,102,26,60,14,2,0,1
Hardcover,32,2007,4.26,102,45,40,16,1,0,1
Paperback,27,1979,3.7,102,32,27,27,12,4,0
Paperback,146,2009,3.86,102,36,31,24,7,4,0
Paperback,32,1997,3.8,102,25,38,33,6,0,0
Hardcover,32,2010,3.74,101,17,47,31,6,0,0
Hardcover,32,2002,3.61,101,19,32,42,8,0,0
Hardcover,32,1999,3.96,101,33,39,23,4,2,0
Paperback,40,1998,3.34,101,16,27,36,19,3,0
Hardcover,48,2003,4.08,101,32,47,20,2,0,1
Paperback,40,2001,3.66,101,31,28,24,13,5,0
Hardcover,24,1995,3.72,101,29,31,29,8,4,0
Hardcover,32,2008,3.9099999999999997,100,33,32,28,7,0,0
Hardcover,32,2001,3.69,100,26,29,35,8,2,0
Hardcover,40,2000,4.109999999999999,100,44,31,19,4,2,1
Paperback,312,2011,4.470000000000001,100,61,27,10,2,0,1
Kindle Edition,101,2011,3.86,100,43,21,20,11,5,0
Hardcover,32,2004,4.1499999999999995,100,48,27,19,4,2,1
Hardcover,32,2009,2.7800000000000002,99,8,18,32,26,15,0
Hardcover,24,1986,4.430000000000001,99,55,35,7,1,1,1
Paperback,48,1977,3.65,99,26,29,29,13,2,0
Hardcover,56,2013,4.33,99,44,44,11,0,0,1
Hardcover,32,2004,3.9699999999999998,99,37,28,28,6,0,0
Paperback,24,2000,3.75,99,23,40,25,10,1,0
Hardcover,291,1990,4.03,99,34,38,24,2,1,1
Hardcover,48,2006,4.04,98,33,38,25,2,0,1
Hardcover,32,2000,4.22,98,49,28,16,4,1,1
Hardcover,32,2013,4.28,97,51,25,18,3,0,1
Hardcover,40,2010,3.94,97,37,27,26,4,3,0
Hardcover,64,2005,4.03,97,34,38,20,4,1,1
Paperback,128,2003,4.25,97,44,35,17,0,1,1
Hardcover,32,1998,4.21,97,46,29,18,4,0,1
Paperback,32,1993,4.01,97,38,30,21,8,0,1
Hardcover,32,2011,3.3099999999999996,96,12,24,46,10,4,0
Board Book,24,2008,4.45,96,58,24,13,1,0,1
Hardcover,32,2007,3.61,96,20,30,36,9,1,0
Paperback,32,1985,3.8899999999999997,96,31,26,36,3,0,0
Hardcover,64,1983,4.07,96,35,43,10,6,2,1
Hardcover,32,2005,3.9,96,28,34,31,2,1,0
Paperback,32,2007,3.54,95,13,34,40,7,1,0
Paperback,24,2006,4.159999999999999,95,42,30,19,4,0,1
Hardcover,32,2005,3.8299999999999996,95,26,33,31,4,1,0
Hardcover,32,2004,3.67,95,16,37,37,5,0,0
Hardcover,36,2001,3.94,95,24,45,22,4,0,0
Hardcover,72,2000,3.9699999999999998,95,36,27,26,5,1,0
Hardcover,32,2015,3.7800000000000002,94,20,36,35,3,0,0
Board Book,20,2011,3.51,94,14,31,38,11,0,0
Hardcover,64,2007,3.8099999999999996,94,22,40,26,4,2,0
Hardcover,32,2006,3.8699999999999997,94,31,31,24,5,3,0
Hardcover,224,1998,4.13,94,38,33,20,3,0,1
Hardcover,40,2016,4.2700000000000005,93,44,33,13,3,0,1
Hardcover,32,2007,4.18,93,37,40,13,2,1,1
Hardcover,32,1998,4.08,93,34,36,19,4,0,1
Hardcover,48,2012,3.88,93,24,37,29,3,0,0
Hardcover,32,2005,4.1,93,33,40,17,2,1,1
Board Book,24,2013,3.77,92,26,25,35,6,0,0
Hardcover,32,2012,3.52,92,14,31,36,11,0,0
Board Book,20,2011,3.59,92,21,28,30,10,3,0
Hardcover,32,2010,3.7800000000000002,92,36,18,21,16,1,0
Hardcover,32,2009,4.04,92,21,55,15,1,0,1
Hardcover,40,2001,4,92,36,27,22,7,0,0
Hardcover,32,1997,3.98,92,34,31,19,7,1,0
Hardcover,42,1988,4.37,92,50,26,16,0,0,1
Paperback,38,1983,3.64,92,28,20,30,11,3,0
Hardcover,40,2014,3.2,91,12,17,40,21,1,0
Hardcover,32,2013,3.86,91,23,37,27,3,1,0
Hardcover,32,2001,4.23,91,41,33,14,3,0,1
Paperback,24,1999,3.9099999999999997,91,30,31,23,6,1,0
Paperback,136,2013,2.9,91,7,15,42,16,11,0
Hardcover,32,2013,4.4,91,43,41,7,0,0,1
Paperback,271,2006,4.02,91,32,37,17,2,3,1
Hardcover,32,2010,3.8299999999999996,90,23,36,25,5,1,0
Hardcover,112,2004,3.98,90,29,35,23,1,2,0
Hardcover,32,2011,3.74,89,18,34,33,4,0,0
Hardcover,32,2005,3.36,89,15,26,31,10,7,0
Paperback,64,2004,4.03,89,31,34,21,2,1,1
Paperback,40,2004,3.46,89,20,24,24,19,2,0
Paperback,32,2001,3.46,89,21,20,29,17,2,0
Hardcover,48,1994,4.1899999999999995,89,38,32,17,2,0,1
Hardcover,48,2008,3.61,89,17,29,35,7,1,0
Hardcover,32,2002,3.56,89,20,24,32,12,1,0
Hardcover,32,1997,4.02,89,34,27,24,4,0,1
Ebook,38,2012,4.42,88,52,24,9,3,0,1
Paperback,32,2011,4.41,88,53,24,7,2,2,1
Paperback,40,1996,3.74,88,18,36,28,5,1,0
Hardcover,32,1979,3.67,88,19,30,31,7,1,0
Hardcover,48,2012,3.94,88,27,33,25,2,1,0
Hardcover,52,2007,3.88,88,32,25,22,6,3,0
Paperback,32,2006,3.9699999999999998,88,32,27,23,6,0,0
Paperback,160,2005,4.28,88,39,36,12,1,0,1
Board Book,26,2009,3.06,87,8,14,43,19,3,0
Paperback,100,2003,4.14,87,32,37,17,0,1,1
Paperback,32,1986,3.86,87,30,25,23,8,1,0
Hardcover,32,2004,3.86,87,27,29,25,4,2,0
Hardcover,32,1996,4,87,30,33,19,4,1,0
Paperback,20,2012,4.17,86,44,22,12,7,1,1
Paperback,32,1998,3.72,86,24,24,31,4,3,0
Hardcover,32,1985,4.1,86,38,26,16,5,1,1
Hardcover,44,1979,4.14,86,37,31,11,7,0,1
Hardcover,40,2009,3.55,85,19,23,31,10,2,0
Board Book,30,2004,3.86,85,20,39,20,6,0,0
Paperback,32,1996,4.1499999999999995,85,39,27,14,3,2,1
Paperback,32,1991,4.09,85,33,30,19,3,0,1
Hardcover,40,2011,3.62,85,17,30,31,3,4,0
Paperback,144,2001,3.75,85,24,26,28,4,3,0
Paperback,432,2006,3.9299999999999997,84,22,42,14,4,2,0
Paperback,28,2001,3.55,84,16,30,26,8,4,0
Hardcover,48,2011,3.06,84,6,18,36,23,1,0
Paperback,32,2007,3.92,84,24,34,21,5,0,0
Paperback,132,1990,3.62,84,21,19,36,7,1,0
Hardcover,32,1989,3.9,84,26,27,28,3,0,0
Hardcover,32,2010,3.6,83,21,25,22,13,2,0
Paperback,40,2003,3.69,83,16,32,30,3,2,0
Hardcover,32,1998,4.02,83,33,24,21,5,0,1
Paperback,32,1993,3.3,83,11,19,38,14,1,0
Hardcover,26,2012,3.65,83,13,31,36,3,0,0
Hardcover,40,2005,3.9899999999999998,83,27,36,14,4,2,0
Paperback,96,1999,4.18,83,30,38,15,0,0,1
Paperback,114,1964,3.72,83,19,27,33,3,1,0
Hardcover,32,2012,4.01,82,32,27,18,2,3,1
Paperback,32,2003,4.09,82,32,31,14,4,1,1
Hardcover,32,1999,3.79,82,22,30,22,7,1,0
Paperback,34,1991,4.06,82,31,28,20,3,0,1
Paperback,32,1989,4.2,82,40,24,13,4,1,1
Board Book,22,2015,3.84,81,22,30,24,4,1,0
Hardcover,107,2015,3.84,81,31,20,19,8,3,0
Paperback,32,2013,4.09,81,35,23,20,1,2,1
Paperback,32,2007,4.119999999999999,81,28,38,13,1,1,1
Hardcover,32,2000,3.9899999999999998,81,26,36,14,2,3,0
Paperback,32,1991,3.8899999999999997,81,25,28,22,6,0,0
Hardcover,224,1997,4.1,81,32,28,18,3,0,1
Hardcover,40,1997,4.09,81,34,24,21,0,2,1
Hardcover,40,2013,3.3,80,10,20,36,12,2,0
Hardcover,32,2010,3.84,80,26,27,19,4,4,0
Hardcover,64,2006,4.359999999999999,80,47,20,8,5,0,1
Paperback,40,2006,3.69,80,22,19,32,6,1,0
Hardcover,32,2001,4.05,80,31,24,23,2,0,1
Hardcover,24,2016,3.69,80,21,23,26,10,0,0
Paperback,32,2011,4.1499999999999995,80,38,25,10,5,2,1
Hardcover,32,2020,4.29,79,34,34,11,0,0,1
Paperback,32,1999,3.7600000000000002,79,21,24,28,6,0,0
Hardcover,48,2013,4.159999999999999,79,35,26,14,4,0,1
Hardcover,32,2019,4.1,78,29,28,21,0,0,1
Hardcover,28,1998,4.23,78,37,26,11,4,0,1
Paperback,32,1997,3.94,78,24,31,19,2,2,0
Paperback,32,1988,3.67,78,15,31,23,9,0,0
Paperback,32,1991,4.14,78,31,30,15,1,1,1
Hardcover,34,1965,4.08,78,35,18,21,4,0,1
Paperback,32,2001,3.51,77,17,19,29,10,2,0
Hardcover,280,2013,4.08,77,29,29,16,2,1,1
Paperback,176,2007,4.01,77,29,24,20,4,0,1
Hardcover,56,2002,3.71,77,14,34,23,5,1,0
Hardcover,32,2001,3.7800000000000002,77,19,27,27,3,1,0
Hardcover,224,1998,4.1899999999999995,77,27,39,10,1,0,1
Hardcover,215,2007,4.03,76,34,21,13,5,3,1
Hardcover,46,2005,4.58,76,55,15,2,3,1,1
Paperback,32,1995,3.9899999999999998,76,19,40,14,3,0,0
Paperback,32,1992,4.53,76,49,18,9,0,0,1
Hardcover,22,1988,4.159999999999999,76,35,21,18,1,1,1
Paperback,48,1985,4.26,76,35,28,11,2,0,1
Paperback,128,2010,3.3699999999999997,76,13,20,30,8,5,0
Hardcover,32,1994,4.18,76,36,22,15,2,1,1
Hardcover,38,1994,4.319999999999999,76,45,17,8,5,1,1
Hardcover,109,1988,4.25,76,38,22,13,3,0,1
Paperback,160,1986,3.9899999999999998,76,26,27,20,2,1,0
Hardcover,57,1972,4.37,76,46,18,8,2,2,1
Hardcover,32,2012,3.8899999999999997,75,19,31,23,2,0,0
Hardcover,32,2008,4,75,24,32,14,5,0,0
Paperback,32,2002,3.51,75,18,16,29,10,2,0
Paperback,32,1994,4.2,75,37,19,16,3,0,1
Paperback,128,1994,3.8099999999999996,75,21,24,25,5,0,0
Hardcover,64,1986,3.9699999999999998,75,27,24,19,5,0,0
Hardcover,49,1982,3.67,75,21,22,20,10,2,0
Hardcover,32,1966,4.52,75,50,17,6,1,1,1
Hardcover,32,2014,3.86,74,21,24,27,2,0,0
Paperback,128,2012,4.159999999999999,74,33,26,11,2,2,1
Hardcover,32,2012,4.28,74,36,27,7,4,0,1
Paperback,32,1999,3.9099999999999997,74,22,29,17,6,0,0
Hardcover,32,1992,4.2,74,31,30,10,3,0,1
Paperback,96,2005,3.84,74,24,18,29,2,1,0
Hardcover,244,1972,4.2,74,33,28,9,3,1,1
Hardcover,48,2020,4.73,73,61,6,5,0,1,1
Hardcover,32,2013,3.66,73,19,22,22,8,2,0
Paperback,112,2009,3.77,73,23,22,17,10,1,0
Paperback,29,2007,3.7800000000000002,73,17,28,23,5,0,0
Paperback,80,2001,3.4699999999999998,73,14,15,38,3,3,0
Paperback,32,1998,3.86,73,25,23,16,8,1,0
Hardcover,56,2010,3.92,72,25,26,12,8,1,0
Board Book,32,2009,4,72,28,21,18,5,0,0
Hardcover,30,2008,4.25,72,43,12,10,6,1,1
Paperback,32,1995,4.42,72,39,24,9,0,0,1
Paperback,48,1990,4.26,72,35,22,14,1,0,1
Paperback,128,2011,4.01,72,23,31,15,2,1,1
Board Book,24,2008,3.82,72,22,21,24,4,1,0
Paperback,32,1992,4.01,72,27,25,14,6,0,1
Hardcover,76,1991,4.67,72,54,12,6,0,0,1
Hardcover,192,1958,3.8899999999999997,72,19,29,21,3,0,0
Paperback,32,2008,3.8499999999999996,71,20,27,17,7,0,0
Paperback,32,2004,3.66,71,12,27,28,4,0,0
Paperback,32,1996,3.38,71,8,25,25,12,1,0
Hardcover,36,1989,4.03,71,27,24,16,3,1,1
Paperback,48,1984,4.14,71,27,32,9,1,2,1
Hardcover,64,2011,3.8,71,8,41,22,0,0,0
Hardcover,72,2000,3.9699999999999998,70,25,23,19,1,2,0
Paperback,40,1998,3.7600000000000002,70,20,21,22,6,1,0
Hardcover,48,2012,4.09,70,24,31,13,1,1,1
Paperback,112,2010,3.7600000000000002,70,23,15,25,6,1,0
Hardcover,32,2007,3.61,69,17,21,21,7,3,0
Paperback,32,2005,4,69,27,24,12,3,3,0
Paperback,32,2005,3.94,69,26,18,21,3,1,0
Hardcover,40,2001,3.77,69,23,17,21,6,2,0
Paperback,52,1995,4.22,69,29,30,6,4,0,1
Kindle Edition,160,2014,4.01,69,37,12,7,10,3,1
Paperback,243,1989,3.9099999999999997,69,24,24,13,7,1,0
Paperback,168,1950,4.3,69,36,20,11,2,0,1
Kindle Edition,48,2013,4.430000000000001,68,52,4,5,3,4,1
Hardcover,32,2012,3.7600000000000002,68,22,21,15,7,3,0
Board Book,16,2005,3.88,68,22,22,19,4,1,0
Hardcover,32,2004,3.59,68,16,19,22,11,0,0
Hardcover,40,1980,4.4,68,38,21,7,2,0,1
Paperback,32,2007,4.18,68,29,25,11,3,0,1
Hardcover,24,2004,4.06,68,24,27,15,1,1,1
Paperback,32,1995,4.25,68,38,14,11,5,0,1
Hardcover,178,1994,3.4099999999999997,68,8,23,29,5,3,0
Paperback,144,1973,4.18,68,27,29,9,3,0,1
Paperback,100,2011,4.09,67,38,10,10,5,4,1
Hardcover,64,2011,3.88,67,16,32,15,3,1,0
Hardcover,40,2003,4.1499999999999995,67,26,27,12,2,0,1
Hardcover,32,2000,3.8099999999999996,67,27,17,12,5,6,0
Paperback,32,1996,3.69,67,14,25,23,3,2,0
Paperback,32,1996,4.119999999999999,67,26,24,16,1,0,1
Hardcover,24,1990,3.54,67,13,21,22,11,0,0
Paperback,32,1988,3.7600000000000002,67,20,18,23,5,1,0
Hardcover,34,1962,4.34,67,37,20,7,2,1,1
Hardcover,32,2016,4.159999999999999,67,29,24,11,2,1,1
Paperback,96,2009,3.1,67,10,11,24,20,2,0
Paperback,32,1993,3.79,67,23,22,10,9,3,0
Paperback,176,1964,3.7,67,16,22,23,5,1,0
Paperback,32,2003,3.92,66,19,26,19,1,1,0
Hardcover,40,2013,3.5,66,16,15,24,8,3,0
Paperback,24,1999,3.74,66,18,16,29,3,0,0
Hardcover,32,1989,4.08,66,24,25,15,2,0,1
Hardcover,32,2020,3.92,65,17,29,16,3,0,0
Paperback,98,2015,4.34,65,35,18,11,1,0,1
Hardcover,32,2012,3.3099999999999996,65,12,11,29,11,2,0
Hardcover,18,2009,3.51,65,13,17,26,8,1,0
Hardcover,32,2007,4.29,65,32,24,5,4,0,1
Paperback,32,2003,3.72,65,13,25,23,4,0,0
Paperback,48,2001,4.2,65,32,17,13,3,0,1
Paperback,32,1996,4.05,65,28,15,19,3,0,1
Hardcover,32,2014,4.1499999999999995,65,30,20,11,3,1,1
Paperback,96,2009,3.68,65,15,22,23,2,3,0
Hardcover,32,1997,3.86,65,17,25,21,1,1,0
Paperback,32,1996,3.74,65,18,19,21,7,0,0
Hardcover,32,2011,4.13,64,29,19,12,3,1,1
Paperback,29,2010,3.72,64,15,27,15,3,4,0
Hardcover,16,2009,4.359999999999999,64,39,11,13,0,1,1
Paperback,32,1998,4.159999999999999,64,29,20,11,4,0,1
Hardcover,26,2016,4.06,64,27,20,12,4,1,1
Paperback,128,2011,4.159999999999999,64,31,18,10,4,1,1
Paperback,279,2007,4.159999999999999,64,26,25,11,1,1,1
Hardcover,32,2009,4.1899999999999995,63,29,20,12,1,1,1
Hardcover,32,2005,4.319999999999999,63,28,28,6,1,0,1
Paperback,32,2000,3.7600000000000002,63,14,24,21,4,0,0
Hardcover,32,1993,3.54,63,14,18,19,12,0,0
Paperback,52,1972,3.75,63,17,21,18,6,1,0
Paperback,128,2004,3.24,63,10,17,15,20,1,0
Paperback,96,2003,4.02,63,21,26,13,2,1,1
Board Book,26,2014,3.69,62,11,25,22,4,0,0
Paperback,32,2001,4.34,62,34,17,10,0,1,1
Hardcover,24,1997,3.9,62,20,19,20,3,0,0
Paperback,32,1992,4.05,62,28,12,19,3,0,1
Hardcover,32,1991,4.06,62,22,22,18,0,0,1
Paperback,32,1991,4.5,62,41,14,4,3,0,1
Hardcover,32,2001,4.34,62,34,17,9,2,0,1
Hardcover,32,2011,3.3299999999999996,61,9,11,32,9,0,0
Paperback,32,2010,3.44,61,10,18,23,9,1,0
Hardcover,40,2007,3.3,61,5,18,30,6,2,0
Board Book,32,2005,3.75,61,20,12,23,6,0,0
Hardcover,32,2003,3.48,61,11,19,21,8,2,0
Hardcover,24,1988,4.1,61,23,23,13,2,0,1
Hardcover,48,2015,3.9699999999999998,61,19,26,12,3,1,0
Paperback,80,2009,3.44,61,12,17,20,10,2,0
Hardcover,48,2013,3.9699999999999998,60,25,14,16,4,1,0
Hardcover,62,2002,4.05,60,24,20,12,3,1,1
Paperback,32,1997,3.75,60,19,17,16,6,2,0
Paperback,32,1993,4.05,60,25,18,14,1,2,1
Paperback,32,1992,4.1499999999999995,60,23,24,12,1,0,1
Paperback,32,1985,4.319999999999999,60,30,21,7,2,0,1
Paperback,32,1984,4.3,60,39,9,6,3,3,1
Paperback,40,1982,3.92,60,15,27,17,0,1,0
Hardcover,48,2013,4.119999999999999,60,22,24,13,1,0,1
Hardcover,48,2011,4,60,19,24,15,2,0,0
Board Book,16,2005,3.8,60,15,23,18,3,1,0
Paperback,32,2004,3.8,60,19,22,10,6,3,0
Hardcover,32,1992,4.23,60,30,15,14,1,0,1
Ebook,30,2008,3.63,59,15,12,27,5,0,0
